q4_results.state,q4_results.city,q4_results.severity,q4_results.accident_count,q4_results.avg_duration_minutes
FL,Avon Park,4,6,109.37
AZ,Avondale,4,30,277.5
CO,Avondale,4,5,165.92
PA,Avondale,4,5,162.57
GA,Avondale Estates,4,8,109.0
PA,Avonmore,4,12,144.42
AL,Axis,4,1,177.0
GA,Axson,4,1,75.0
VA,Axton,4,14,130.35
NC,Ayden,4,16,160.92
MA,Ayer,4,4,342.08
VA,Aylett,4,20,194.72
SC,Aynor,4,5,220.99
CA,Azusa,4,29,637.68
MD,BWI Airport,4,1,132.23
WI,Babcock,4,1,360.0
NY,Babylon,4,9,166.44
TX,Bacliff,4,1,360.0
GA,Baconton,4,8,99.63
PA,Baden,4,8,92.04
IA,Bagley,4,7,368.51
CO,Bailey,4,34,121.08
MI,Bailey,4,2,360.0
NC,Bailey,4,7,219.43
WI,Baileys Harbor,4,5,152.92
AL,Baileyton,4,1,105.0
GA,Bainbridge,4,13,102.17
IN,Bainbridge,4,7,188.82
NY,Bainbridge,4,3,303.64
OH,Bainbridge,4,2,315.0
PA,Bainbridge,4,1,123.53
WA,Bainbridge Island,4,5,360.0
TX,Baird,4,5,152.37
CA,Baker,4,1,360.0
FL,Baker,4,1,122.27
OR,Baker City,4,147,417.6
NY,Bakers Mills,4,2,28.1
CA,Bakersfield,4,153,2546.22
NC,Bakersville,4,2,180.0
PA,Bala Cynwyd,4,32,179.27
TX,Balch Springs,4,12,136.59
AR,Bald Knob,4,4,93.7
GA,Baldwin,4,4,142.55
MD,Baldwin,4,3,29.84
MI,Baldwin,4,6,304.97
NY,Baldwin,4,1,123.1
WI,Baldwin,4,6,34.3
KS,Baldwin City,4,3,298.5
CA,Baldwin Park,4,73,221.12
NY,Baldwin Place,4,1,137.17
NY,Baldwinsville,4,28,158.45
GA,Ball Ground,4,23,155.29
NY,Ballston Lake,4,6,189.68
NY,Ballston Spa,4,52,219.93
MO,Ballwin,4,15,201.01
TX,Balmorhea,4,6,214.32
NC,Balsam Grove,4,1,196.0
CT,Baltic,4,1,360.0
MD,Baltimore,4,387,4927.36
OH,Baltimore,4,24,377.55
SC,Bamberg,4,1,119.18
MI,Bancroft,4,7,97.66
WI,Bancroft,4,3,360.0
OR,Bandon,4,10,207.03
VA,Bandy,4,4,229.27
ME,Bangor,4,6,190.19
MI,Bangor,4,14,266.3
PA,Bangor,4,7,260.9
AL,Banks,4,1,105.0
AR,Banks,4,1,120.87
ID,Banks,4,1,117.12
OR,Banks,4,18,202.46
WY,Banner,4,2,78.27
NC,Banner Elk,4,2,300.0
CT,Bantam,4,3,29.71
AZ,Bapchule,4,2,1571.75
WI,Baraboo,4,13,296.85
OH,Barberton,4,12,205.67
VA,Barboursville,4,23,118.16
WV,Barboursville,4,16,299.23
MD,Barclay,4,10,187.4
NC,Barco,4,2,180.0
NY,Bardonia,4,1,29.3
KY,Bardstown,4,4,311.25
KY,Bardwell,4,2,165.0
IN,Bargersville,4,2,182.77
VA,Barhamsville,4,17,124.42
NY,Barker,4,7,87.62
CT,Barkhamsted,4,16,192.7
LA,Barksdale AFB,4,2,236.58
AR,Barling,4,2,101.63
NC,Barnardsville,4,2,181.0
NJ,Barnegat,4,15,258.01
GA,Barnesville,4,8,150.23
MN,Barnesville,4,2,79.19
OH,Barnesville,4,12,300.52
PA,Barnesville,4,16,185.0
NY,Barneveld,4,4,360.0
GA,Barney,4,25,167.63
MO,Barnhart,4,4,292.61
VT,Barre,4,2,360.0
VA,Barren Springs,4,1,129.0
MN,Barrett,4,2,422640.0
IL,Barrington,4,38,382.42
NH,Barrington,4,1,443.08
NJ,Barrington,4,19,131.23
WI,Barron,4,6,360.0
NY,Barryville,4,3,28.58
CA,Barstow,4,12,241.75
TX,Barstow,4,2,360.0
IL,Bartlett,4,20,112.36
TX,Bartlett,4,1,360.0
PA,Barto,4,2,128.98
NY,Barton,4,2,242.73
WI,Barton,4,2,29.6
MI,Barton City,4,5,227.55
PA,Bartonsville,4,7,360.68
FL,Bartow,4,15,169.4
GA,Bartow,4,2,29.33
WV,Bartow,4,1,360.0
CO,Basalt,4,6,341.81
FL,Bascom,4,4,194.86
KS,Basehor,4,1,83.92
WY,Basin,4,1,75.83
VA,Baskerville,4,13,190.29
NJ,Basking Ridge,4,10,154.67
NY,Basom,4,6,267.22
VA,Bassett,4,48,153.66
VA,Bastian,4,10,156.91
LA,Bastrop,4,1,360.0
TX,Bastrop,4,7,318.14
VA,Basye,4,2,172.72
IA,Batavia,4,1,76.47
IL,Batavia,4,6,159.67
NY,Batavia,4,11,129.2
OH,Batavia,4,9,285.44
MO,Bates City,4,7,173.87
SC,Batesburg,4,2,102.82
SC,Batesburg-Leesville,4,5,141.8
SD,Batesland,4,1,28.67
AR,Batesville,4,20,100.93
IN,Batesville,4,13,139.96
MS,Batesville,4,7,141.81
MI,Bath,4,6,211.36
NC,Bath,4,2,712.0
NH,Bath,4,2,360.0
NY,Bath,4,9,114.85
PA,Bath,4,12,417.56
TN,Bath Springs,4,2,360.0
LA,Baton Rouge,4,258,105624.53
MI,Battle Creek,4,92,160.35
WA,Battle Ground,4,4,41.93
NV,Battle Mountain,4,4,181.95
NC,Battleboro,4,11,313.0
GA,Baxley,4,12,167.42
MN,Baxter,4,2,85.88
TN,Baxter,4,5,181.87
AR,Bay,4,1,78.22
MI,Bay City,4,103,180.88
WI,Bay City,4,1,360.0
AL,Bay Minette,4,17,233.18
CA,Bay Point,4,6,44.92
MS,Bay Saint Louis,4,7,154.92
NY,Bay Shore,4,37,164.92
MS,Bay St Louis,4,3,175323.33
NE,Bayard,4,1,1065.0
CO,Bayfield,4,13,138.83
WI,Bayfield,4,2,360.0
NJ,Bayonne,4,28,664.49
AL,Bayou La Batre,4,1,27.32
NY,Bayport,4,1,29.72
NY,Bayside,4,22,119.34
TX,Baytown,4,62,195.02
NJ,Bayville,4,15,282.13
OH,Beach City,4,8,123.05
PA,Beach Lake,4,1,177.92
IL,Beach Park,4,14,174.21
NJ,Beachwood,4,2,360.0
OH,Beachwood,4,4,360.0
NY,Beacon,4,12,217.43
CT,Beacon Falls,4,13,196.02
VA,Bealeton,4,79,134.48
MD,Beallsville,4,1,97.12
PA,Beallsville,4,4,83.39
TN,Bean Station,4,2,84.74
DE,Bear,4,94,168.04
AL,Bear Creek,4,1,105.0
NC,Bear Creek,4,6,101.74
WI,Bear Creek,4,2,54.28
PA,Bear Creek Township,4,2,305.95
MI,Bear Lake,4,2,29.73
NY,Bear Mountain,4,4,219.98
AR,Bearden,4,7,63.85
TX,Beasley,4,6,198.53
AL,Beatrice,4,1,362.22
NE,Beatrice,4,1,29.1
KS,Beattie,4,2,360.0
NV,Beatty,4,1,2929.5
KY,Beattyville,4,1,240.0
MO,Beaufort,4,1,140.03
SC,Beaufort,4,2,104.23
CA,Beaumont,4,6,360.0
TX,Beaumont,4,23,297.14
OH,Beaver,4,4,302.5
PA,Beaver,4,3,110.89
UT,Beaver,4,7,330.57
WA,Beaver,4,1,29.95
WV,Beaver,4,8,337.43
NE,Beaver City,4,1,28.6
NE,Beaver Crossing,4,4,258.5
WI,Beaver Dam,4,15,186.14
PA,Beaver Falls,4,27,203.05
PA,Beaver Meadows,4,2,360.0
PA,Beaver Springs,4,19,215.14
OH,Beavercreek,4,2,360.38
OR,Beavercreek,4,1,204.78
VA,Beaverdam,4,11,179.56
OR,Beaverton,4,84,214.48
PA,Beavertown,4,6,240.53
PA,Bechtelsville,4,2,103.3
MA,Becket,4,1,134.55
WV,Beckley,4,7,133.14
CA,Beckwourth,4,5,305.19
IN,Bedford,4,7,308.92
NY,Bedford,4,4,289.08
OH,Bedford,4,21,306.33
PA,Bedford,4,40,240.99
TX,Bedford,4,10,154.29
VA,Bedford,4,93,146.34
NY,Bedford Hills,4,8,115.43
NJ,Bedminster,4,11,187.92
AR,Bee Branch,4,1,360.0
AR,Beebe,4,8,81.04
PA,Beech Creek,4,13,349.63
AR,Beech Grove,4,1,79.38
IN,Beech Grove,4,1,77.65
SC,Beech Island,4,1,102.07
IL,Beecher,4,8,151.09
TN,Beechgrove,4,7,155.41
NE,Beemer,4,1,76.93
TN,Beersheba Springs,4,1,330.67
TX,Beeville,4,1,344.0
OK,Beggs,4,1,360.0
MD,Bel Air,4,85,166.84
MD,Bel Alton,4,2,99.27
MD,Belcamp,4,12,219.75
MA,Belchertown,4,2,360.0
NE,Belden,4,2,51.34
WI,Beldenville,4,2,360.0
NM,Belen,4,2,360.0
NC,Belews Creek,4,13,205.75
WA,Belfair,4,15,329.85
ME,Belfast,4,5,360.0
ND,Belfield,4,1,27.9
NJ,Belford,4,2,28.37
WI,Belgium,4,5,161.91
MN,Belgrade,4,1,279.22
MT,Belgrade,4,2,1493.96
NC,Belhaven,4,5,156.0
WV,Belington,4,3,164.92
TN,Bell Buckle,4,2,81.47
CA,Bell Gardens,4,16,454.32
AR,Bella Vista,4,4,77.74
CA,Bella Vista,4,3,94.54
OH,Bellaire,4,2,360.0
TX,Bellaire,4,14,196.71
MO,Belle,4,1,75.02
WV,Belle,4,13,366.92
OH,Belle Center,4,2,194.83
LA,Belle Chasse,4,4,27.48
SD,Belle Fourche,4,1,29.9
WY,Belle Fourche,4,2,76.23
FL,Belle Glade,4,1,360.0
VA,Belle Haven,4,5,252.98
NJ,Belle Mead,4,1,360.0
IA,Belle Plaine,4,3,171.94
MN,Belle Plaine,4,3,200.0
PA,Belle Vernon,4,41,299.39
OH,Bellefontaine,4,8,305.21
PA,Bellefonte,4,74,206.86
AZ,Bellemont,4,1,1501.07
NY,Bellerose,4,8,219.78
FL,Belleview,4,16,133.88
AR,Belleville,4,4,65.05
IL,Belleville,4,16,287.31
KS,Belleville,4,2,68651.04
MI,Belleville,4,13,151.03
NJ,Belleville,4,19,159.27
NY,Belleville,4,1,146.37
PA,Belleville,4,12,295.26
WI,Belleville,4,16,220.91
KY,Bellevue,4,5,307.67
MI,Bellevue,4,9,215.54
NE,Bellevue,4,22,158.34
OH,Bellevue,4,17,307.03
TX,Bellevue,4,1,27.03
WA,Bellevue,4,100,90.79
CA,Bellflower,4,9,119.15
WA,Bellingham,4,77,186.13
NJ,Bellmawr,4,33,3016.81
NY,Bellmore,4,4,194.83
NY,Bellport,4,6,255.73
TN,Bells,4,6,218.88
TX,Bells,4,4,208.0
OH,Bellville,4,2,194.77
CO,Bellvue,4,13,326.41
IL,Bellwood,4,2,29.38
NJ,Belmar,4,13,216.22
CA,Belmont,4,11,58.27
MI,Belmont,4,10,118.47
NC,Belmont,4,11,202.27
NY,Belmont,4,3,248.63
OH,Belmont,4,3,164.18
OH,Beloit,4,4,206.25
WI,Beloit,4,39,201.71
OH,Belpre,4,1,360.0
VA,Belspring,4,2,122.98
MT,Belt,4,1,1490.07
MO,Belton,4,10,33320.21
SC,Belton,4,4,193.22
TX,Belton,4,4,280.72
MD,Beltsville,4,108,206.58
CA,Belvedere Tiburon,4,4,77.48
IL,Belvidere,4,3,65.29
NJ,Belvidere,4,1,360.0
NY,Bemus Point,4,6,160.24
CA,Ben Lomond,4,4,342.25
OR,Bend,4,98,278.51
KS,Benedict,4,3,1405.43
CA,Benicia,4,9,156.28
NE,Bennet,4,2,803.6
CO,Bennett,4,41,120.26
NC,Bennett,4,2,262.5
SC,Bennettsville,4,7,125.12
VT,Bennington,4,2,29.3
PA,Bensalem,4,64,151.39
IL,Bensenville,4,9,213.11
AZ,Benson,4,5,360.0
MN,Benson,4,1,27.5
NC,Benson,4,68,173.94
NM,Bent,4,1,27.53
VA,Bent Mountain,4,2,360.0
PA,Bentleyville,4,20,252.95
AR,Benton,4,92,88.15
IL,Benton,4,7,210.46
KY,Benton,4,4,172.5
MO,Benton,4,2,194.73
MS,Benton,4,1,95.0
PA,Benton,4,13,204.44
TN,Benton,4,4,300.63
MO,Benton City,4,2,85.0
WA,Benton City,4,1,1305.0
MI,Benton Harbor,4,61,172.59
AR,Bentonville,4,31,89.67
VA,Bentonville,4,6,123.43
WV,Benwood,4,2,360.0
MI,Benzonia,4,3,138.6
KY,Berea,4,3,177.55
SD,Beresford,4,1,525.0
OH,Bergholz,4,2,77.0
VA,Bergton,4,4,217.81
CA,Berkeley,4,25,162.41
IL,Berkeley,4,8,219.89
NJ,Berkeley Heights,4,7,129.63
WV,Berkeley Springs,4,3,321.22
OH,Berkey,4,6,315.83
MA,Berkley,4,1,600.0
NY,Berkshire,4,2,371.18
CT,Berlin,4,17,245.16
MA,Berlin,4,1,254.77
MD,Berlin,4,49,160.82
NJ,Berlin,4,32,220.21
PA,Berlin,4,21,231.17
WI,Berlin,4,2,194.73
OH,Berlin Center,4,1,360.0
OH,Berlin Heights,4,2,360.0
KS,Bern,4,1,33.5
NM,Bernalillo,4,1,74.02
MA,Bernardston,4,1,360.0
NJ,Bernardsville,4,2,360.0
IN,Berne,4,8,66.92
NY,Berne,4,1,161.15
NY,Bernhards Bay,4,1,210.3
PA,Bernville,4,50,286.1
MI,Berrien Springs,4,19,163.29
AL,Berry,4,2,285.0
KY,Berry,4,2,360.0
AR,Berryville,4,4,78.44
VA,Berryville,4,48,106.78
CO,Berthoud,4,26,144.83
MO,Bertrand,4,1,75.02
LA,Berwick,4,1,525705.0
PA,Berwick,4,14,262.77
IL,Berwyn,4,21,209.23
PA,Berwyn,4,3,225.97
UT,Beryl,4,2,360.0
AL,Bessemer,4,33,154.38
NC,Bessemer City,4,11,289.69
CT,Bethany,4,30,658.66
LA,Bethany,4,1,247.92
MO,Bethany,4,1,360.0
DE,Bethany Beach,4,2,194.34
CT,Bethel,4,2,185.23
DE,Bethel,4,2,77.88
ME,Bethel,4,2,360.0
MN,Bethel,4,1,59.32
NC,Bethel,4,7,229.0
OH,Bethel,4,2,360.0
PA,Bethel,4,37,278.21
VT,Bethel,4,1,29.02
PA,Bethel Park,4,7,373.27
MD,Bethesda,4,208,126.47
OH,Bethesda,4,3,159.47
CT,Bethlehem,4,7,280.62
GA,Bethlehem,4,23,151.8
PA,Bethlehem,4,69,210.93
NY,Bethpage,4,6,223.23
TN,Bethpage,4,10,311.83
CO,Bethune,4,2,247.56
SC,Bethune,4,3,117.51
IA,Bettendorf,4,21,2705.35
CO,Beulah,4,2,78.5
MI,Beulah,4,4,149.9
MO,Beulah,4,1,360.0
WY,Beulah,4,1,78.12
NC,Beulaville,4,8,307.0
NJ,Beverly,4,2,194.81
WA,Beverly,4,3,139.54
CA,Beverly Hills,4,12,139.7
FL,Beverly Hills,4,2,115.44
OH,Bidwell,4,1,360.0
CA,Big Bear City,4,4,288.75
WI,Big Bend,4,6,196.99
OK,Big Cabin,4,1,360.0
VA,Big Island,4,12,157.57
MN,Big Lake,4,1,69.4
CA,Big Oak Flat,4,1,1483.0
FL,Big Pine Key,4,20,83.79
MD,Big Pool,4,18,165.61
OH,Big Prairie,4,2,28.52
MI,Big Rapids,4,7,143.49
TN,Big Rock,4,1,128.0
VA,Big Rock,4,2,103.96
PA,Big Run,4,2,152.76
MT,Big Sky,4,4,1492.56
TX,Big Spring,4,9,145.8
NE,Big Springs,4,7,58337.97
VA,Big Stone Gap,4,7,193.5
CA,Big Sur,4,11,269.77
MT,Big Timber,4,2,75.79
MT,Bigfork,4,14,1298.25
AR,Biggers,4,2,217.77
CA,Biggs,4,7,416.62
PA,Biglerville,4,9,208.74
MT,Billings,4,21,4679.33
OK,Billings,4,2,360.0
AL,Billingsley,4,5,207.0
MS,Biloxi,4,10,136.31
WA,Bingen,4,3,155.12
OK,Binger,4,1,360.0
MN,Bingham Lake,4,1,360.0
NY,Binghamton,4,31,166.68
MI,Birch Run,4,18,184.26
TN,Birchwood,4,3,185.13
PA,Bird In Hand,4,2,135.44
PA,Bird in Hand,4,3,123.58
PA,Birdsboro,4,32,223.78
IN,Birdseye,4,6,163.35
VA,Birdsnest,4,1,121.8
AL,Birmingham,4,225,1324.61
IA,Birmingham,4,4,52.65
WI,Birnamwood,4,7,265.56
AZ,Bisbee,4,3,360.0
AR,Biscoe,4,25,157.35
NC,Biscoe,4,10,88.09
CA,Bishop,4,1,360.0
GA,Bishop,4,3,182.25
MD,Bishopville,4,10,144.74
SC,Bishopville,4,10,172.47
AR,Bismarck,4,3,86.53
MD,Bivalve,4,1,79.62
TX,Bivins,4,2,335.0
AZ,Black Canyon City,4,27,340.24
WI,Black Creek,4,18,184.8
WA,Black Diamond,4,6,641.0
WI,Black Earth,4,6,202.64
CO,Black Forest-Peyton,4,1,29.6
CO,Black Hawk,4,23,207.86
NC,Black Mountain,4,11,187.99
AR,Black Oak,4,1,78.1
NY,Black River,4,1,28.45
WI,Black River Falls,4,15,201.34
AR,Black Rock,4,5,59.1
ID,Blackfoot,4,8,36082.94
SC,Blacksburg,4,39,138.27
VA,Blacksburg,4,3,125.22
GA,Blackshear,4,4,52.18
VA,Blackstone,4,46,165.47
MO,Blackwater,4,1,75.0
OK,Blackwell,4,3,119.27
NJ,Blackwood,4,36,171.29
NE,Bladen,4,1,1491.63
NC,Bladenboro,4,11,118.42
MD,Bladensburg,4,7,247.62
ME,Blaine,4,1,360.0
TN,Blaine,4,4,201.09
WA,Blaine,4,8,277.23
NE,Blair,4,15,798.88
WI,Blair,4,6,125.58
VA,Blairs,4,12,151.78
IA,Blairsburg,4,7,312.3
NJ,Blairstown,4,15,326.54
GA,Blairsville,4,4,301.75
PA,Blairsville,4,38,140.69
GA,Blakely,4,10,243.0
IA,Blakesburg,4,4,380.14
PA,Blakeslee,4,7,293.31
CO,Blanca,4,6,71.88
ID,Blanchard,4,1,117.17
OK,Blanchard,4,4,360.0
OH,Blanchester,4,17,230.0
TX,Blanco,4,1,360.0
VA,Bland,4,30,179.75
PA,Blandburg,4,1,508.1
MA,Blandford,4,1,29.58
UT,Blanding,4,1,29.43
PA,Blandon,4,9,201.92
NY,Blauvelt,4,22,90.93
IA,Blencoe,4,2,85.51
AR,Blevins,4,1,76.57
ID,Bliss,4,4,62.23
NY,Bliss,4,1,201.95
MI,Blissfield,4,6,213.67
OR,Blodgett,4,10,194.25
KS,Bloom,4,1,960.0
TX,Bloomburg,4,3,146.33
WI,Bloomer,4,5,161.77
CT,Bloomfield,4,11,301.1
IA,Bloomfield,4,8,159.63
IN,Bloomfield,4,19,286.64
KY,Bloomfield,4,5,250.48
NJ,Bloomfield,4,4,134.21
NM,Bloomfield,4,2,117.78
MI,Bloomfield Hills,4,10,161.2
MN,Blooming Prairie,4,3,75.47
NY,Bloomingburg,4,2,314.98
OH,Bloomingburg,4,8,299.89
GA,Bloomingdale,4,37,195.22
IL,Bloomingdale,4,3,509.92
IN,Bloomingdale,4,5,98.92
NJ,Bloomingdale,4,1,89.25
NY,Bloomingdale,4,2,28.58
OH,Bloomingdale,4,2,360.0
CA,Bloomington,4,16,239.95
IL,Bloomington,4,11,239.47
IN,Bloomington,4,54,201.55
NY,Bloomington,4,1,360.0
TN,Bloomington Springs,4,1,82.92
PA,Bloomsburg,4,46,273.21
NJ,Bloomsbury,4,1,146.27
MO,Bloomsdale,4,1,360.0
NY,Bloomville,4,2,297.53
NY,Blossvale,4,2,123.38
AL,Blountsville,4,3,291.56
TN,Blountville,4,18,149.28
NC,Blowing Rock,4,3,169.17
VA,Bloxom,4,6,113.53
OH,Blue Ash,4,2,360.0
PA,Blue Bell,4,12,267.84
OH,Blue Creek,4,2,360.0
MN,Blue Earth,4,1,29.95
IA,Blue Grass,4,4,34876.8
NE,Blue Hill,4,1,1485.05
IL,Blue Island,4,7,265.47
CA,Blue Lake,4,2,29.72
WI,Blue Mounds,4,1,360.0
AR,Blue Mountain,4,1,202.38
GA,Blue Ridge,4,5,244.4
VA,Blue Ridge,4,15,140.4
PA,Blue Ridge Summit,4,1,147.17
OR,Blue River,4,82,2817.21
OH,Blue Rock,4,1,360.0
MO,Blue Springs,4,24,152.85
MS,Blue Springs,4,4,172.33
VA,Bluefield,4,8,90.26
WV,Bluefield,4,12,190.33
VA,Bluemont,4,16,121.02
AR,Bluff City,4,1,29.73
TN,Bluff City,4,1,141.92
GA,Bluffton,4,12,154.73
IN,Bluffton,4,4,288.95
OH,Bluffton,4,8,109.2
CA,Blythe,4,8,68.25
GA,Blythe,4,2,195.0
AR,Blytheville,4,22,129.27
SC,Blythewood,4,23,148.46
PA,Boalsburg,4,32,730.79
OR,Boardman,4,6,112.24
AL,Boaz,4,1,198.63
FL,Boca Raton,4,62,135.31
CA,Bodega Bay,4,2,29.58
CA,Bodfish,4,3,206.95
TX,Boerne,4,20,133.92
GA,Bogart,4,8,277.88
TX,Bogata,4,2,217.0
MS,Bogue Chitto,4,8,227.31
NY,Bohemia,4,13,146.19
NY,Boiceville,4,3,276.39
SC,Boiling Springs,4,13,166.35
ID,Boise,4,25,152.34
FL,Bokeelia,4,1,121.58
AR,Boles,4,4,98.91
AL,Boligee,4,4,282.02
CA,Bolinas,4,1,372.0
IL,Bolingbrook,4,27,91.37
OH,Bolivar,4,3,88.47
PA,Bolivar,4,2,360.0
TN,Bolivar,4,1,80.87
NC,Bolivia,4,13,180.49
CT,Bolton,4,25,247.18
MA,Bolton,4,1,360.0
MS,Bolton,4,12,189.53
NC,Bolton,4,9,167.64
NY,Bolton Landing,4,2,101.82
TN,Bon Aqua,4,7,88.13
GA,Bonaire,4,26,147.42
OR,Bonanza,4,4,113.12
CO,Bond,4,12,128.99
WI,Bonduel,4,7,190.85
IA,Bondurant,4,1,76.08
WY,Bondurant,4,1,360.0
IL,Bonfield,4,2,360.0
TX,Bonham,4,1,300.0
FL,Bonifay,4,8,42.1
CA,Bonita,4,5,360.13
FL,Bonita Springs,4,20,133.63
SC,Bonneau,4,1,121.32
MT,Bonner,4,2,827.07
KS,Bonner Springs,4,13,250.89
ID,Bonners Ferry,4,5,492.49
WA,Bonney Lake,4,4,360.0
IL,Bonnie,4,1,27.2
KY,Bonnieville,4,9,204.36
AR,Bono,4,11,96.49
CA,Bonsall,4,1,360.0
NC,Boomer,4,6,215.0
CO,Boone,4,28,140.5
IA,Boone,4,9,145.87
NC,Boone,4,2,82.5
VA,Boones Mill,4,24,145.44
AR,Booneville,4,10,170.31
MD,Boonsboro,4,38,136.69
NJ,Boonton,4,2,59.55
IN,Boonville,4,4,238.5
MO,Boonville,4,7,160.25
NC,Boonville,4,10,207.3
NY,Boonville,4,14,226.36
IN,Borden,4,1,29.35
NJ,Bordentown,4,48,203.21
TX,Borger,4,8,379.88
OR,Boring,4,41,253.33
CA,Boron,4,14,226.61
CA,Borrego Springs,4,1,360.0
NH,Boscawen,4,1,29.73
WI,Boscobel,4,3,51.61
WY,Bosler,4,4,488.6
NM,Bosque Farms,4,5,144.28
LA,Bossier City,4,49,193241.57
NC,Bostic,4,3,49.41
GA,Boston,4,3,161.0
MA,Boston,4,30,168.52
NY,Boston,4,2,226.89
VA,Boston,4,3,129.71
IN,Boswell,4,1,135.0
PA,Boswell,4,12,181.11
WA,Bothell,4,50,333.42
OH,Botkins,4,8,232.86
CO,Boulder,4,65,162.59
MT,Boulder,4,3,1475.14
CA,Boulder Creek,4,8,167.46
CA,Boulevard,4,1,360.0
NJ,Bound Brook,4,13,170.64
UT,Bountiful,4,2,194.64
MO,Bourbon,4,2,217.5
IL,Bourbonnais,4,2,360.0
LA,Bourg,4,3,1035.41
AZ,Bouse,4,24,608.82
IA,Bouton,4,1,360.0
LA,Boutte,4,1,27.9
NH,Bow,4,8,178.14
WA,Bow,4,17,385.97
ME,Bowdoinham,4,1,372.77
GA,Bowdon,4,6,304.75
OH,Bowerston,4,4,89.01
MD,Bowie,4,90,582.48
WI,Bowler,4,2,193.89
FL,Bowling Green,4,9,218.85
KY,Bowling Green,4,5,255.17
MO,Bowling Green,4,4,212.54
OH,Bowling Green,4,27,841.02
VA,Bowling Green,4,35,159.15
GA,Bowman,4,3,45.0
SC,Bowman,4,40,235.41
NY,Bowmansville,4,2,5833.05
GA,Box Springs,4,9,239.01
MA,Boxborough,4,1,181.53
MA,Boxford,4,4,196.28
LA,Boyce,4,2,164.18
VA,Boyce,4,19,139.17
MD,Boyds,4,19,198.17
WA,Boyds,4,2,360.0
VA,Boydton,4,41,145.69
PA,Boyertown,4,2,85.82
VA,Boykins,4,2,360.0
MI,Boyne City,4,2,194.91
MI,Boyne Falls,4,9,166.16
FL,Boynton Beach,4,37,226.46
MT,Bozeman,4,32,624.31
CT,Bozrah,4,9,221.03
IL,Braceville,4,3,139.88
VA,Bracey,4,18,128.93
PA,Brackenridge,4,1,129.47
TX,Brackettville,4,2,682.0
PA,Braddock,4,2,115.3
IA,Braddyville,4,3,28.64
FL,Bradenton,4,155,134.85
FL,Bradenton Beach,4,1,83.98
PA,Bradenville,4,9,186.31
AR,Bradford,4,2,83.85
PA,Bradford,4,8,165.12
TN,Bradford,4,1,360.0
PA,Bradford township,4,1,29.37
IA,Bradgate,4,1,78.37
AR,Bradley,4,2,77.07
CA,Bradley,4,4,165.44
IL,Bradley,4,1,1440.0
SC,Bradley,4,2,98.88
OH,Bradner,4,11,299.93
NE,Brady,4,3,1110.11
TX,Brady,4,1,29.45
MN,Braham,4,1,732.72
IL,Braidwood,4,1,30.0
NE,Brainard,4,2,216.52
MA,Braintree,4,3,137.0
OK,Braman,4,2,194.53
LA,Branch,4,1,525705.0
NJ,Branchburg,4,6,206.3
NJ,Branchville,4,10,104.02
SC,Branchville,4,2,97.95
FL,Brandon,4,15,161.55
IA,Brandon,4,7,138.83
MS,Brandon,4,33,179.91
VT,Brandon,4,2,360.0
VA,Brandy Station,4,4,229.13
MD,Brandywine,4,57,189.29
WV,Brandywine,4,7,363.86
CT,Branford,4,22,219.32
FL,Branford,4,1,135.83
GA,Braselton,4,39,121.9
NC,Brasstown,4,4,207.0
VT,Brattleboro,4,3,360.0
MS,Braxton,4,2,55.2
IA,Brayton,4,5,89.71
IN,Brazil,4,27,174.71
TX,Brazoria,4,5,293.88
CA,Brea,4,25,110.68
LA,Breaux Bridge,4,68,85193.38
CO,Breckenridge,4,37,139.03
TX,Breckenridge,4,3,303.0
OH,Brecksville,4,2,360.0
IL,Breese,4,2,172.43
PA,Breezewood,4,36,233.47
PA,Breinigsville,4,18,312.04
AL,Bremen,4,4,307.65
GA,Bremen,4,40,7936.55
IN,Bremen,4,13,312.94
WA,Bremerton,4,30,131.67
VA,Bremo Bluff,4,16,194.78
AL,Brent,4,6,223.89
CA,Brentwood,4,32,527.58
MD,Brentwood,4,1,360.0
NH,Brentwood,4,4,454.32
NY,Brentwood,4,26,222.79
TN,Brentwood,4,15,151.08
NC,Brevard,4,13,160.19
ME,Brewer,4,1,360.0
NY,Brewerton,4,7,117.88
MN,Brewster,4,1,1374.43
NE,Brewster,4,1,5325.0
NY,Brewster,4,52,192.18
AL,Brewton,4,8,309.85
UT,Brian Head,4,3,1021.29
NY,Briarcliff Manor,4,12,251.81
TN,Briceville,4,2,361.86
NJ,Brick,4,43,225.22
OR,Bridal Veil,4,2,1841.03
GA,Bridgeboro,4,1,29.22
CA,Bridgeport,4,6,296.94
CT,Bridgeport,4,57,157.3
MI,Bridgeport,4,3,60.96
NE,Bridgeport,4,1,270.0
NJ,Bridgeport,4,11,282.7
NY,Bridgeport,4,3,360.0
OH,Bridgeport,4,3,360.0
PA,Bridgeport,4,3,181.06
WV,Bridgeport,4,8,258.79
MO,Bridgeton,4,57,184.41
NJ,Bridgeton,4,46,206.31
IL,Bridgeview,4,12,140.12
DE,Bridgeville,4,31,199.2
PA,Bridgeville,4,11,196.4
CT,Bridgewater,4,4,194.78
MA,Bridgewater,4,2,29.8
NJ,Bridgewater,4,39,243.13
NY,Bridgewater,4,1,161.25
SD,Bridgewater,4,1,29.57
VA,Bridgewater,4,28,193.37
MI,Bridgman,4,6,23978.2
VT,Bridport,4,3,278.57
NJ,Brielle,4,2,132.05
