q4_results.state,q4_results.city,q4_results.severity,q4_results.accident_count,q4_results.avg_duration_minutes
CO,Briggsdale,4,3,100.38
UT,Brigham City,4,8,170.27
CO,Brighton,4,82,160.12
MI,Brighton,4,80,135.32
OR,Brightwood,4,1,60.0
WI,Brillion,4,5,161.15
IL,Brimfield,4,2,194.74
OH,Brinkhaven,4,2,29.45
AR,Brinkley,4,12,123.63
MD,Brinklow,4,5,237.01
WA,Brinnon,4,11,217.1
GA,Brinson,4,2,360.0
CA,Brisbane,4,5,18.99
CT,Bristol,4,39,146.55
FL,Bristol,4,2,360.0
GA,Bristol,4,4,306.0
IL,Bristol,4,2,225.63
IN,Bristol,4,15,272.7
PA,Bristol,4,25,213.35
TN,Bristol,4,16,192.4
VA,Bristol,4,37,168.7
WI,Bristol,4,3,360.0
OH,Bristolville,4,6,330.33
IN,Bristow,4,3,203.78
OK,Bristow,4,4,192.76
VA,Bristow,4,18,111.08
IA,Britt,4,5,391.32
MI,Britton,4,5,93.49
CT,Broad Brook,4,13,90.44
VA,Broad Run,4,22,135.32
PA,Broad Top,4,2,350.2
NY,Broadalbin,4,4,156.8
MT,Broadus,4,6,1248.41
IL,Broadview,4,1,360.0
OH,Broadview Heights,4,1,28.45
NE,Broadwater,4,1,270.0
NC,Broadway,4,14,141.97
VA,Broadway,4,59,156.28
NY,Brockport,4,11,234.84
PA,Brockport,4,5,167.56
MA,Brockton,4,3,337.81
MI,Brockway,4,1,97.17
PA,Brockway,4,10,224.33
AR,Brockwell,4,2,77.03
NY,Brocton,4,2,251.15
WI,Brodhead,4,7,170.28
PA,Brodheadsville,4,12,212.79
VA,Brodnax,4,46,159.75
PA,Brogue,4,9,138.2
FL,Bronson,4,3,138.1
GA,Bronwood,4,2,360.0
NY,Bronx,4,495,3117.53
NY,Bronxville,4,8,169.86
IN,Brook,4,1,360.0
MN,Brook Park,4,2,229.83
OH,Brook Park,4,1,365.78
MD,Brookeville,4,10,150.26
CT,Brookfield,4,11,136.55
IL,Brookfield,4,5,102.59
NH,Brookfield,4,2,360.0
OH,Brookfield,4,5,316.83
VT,Brookfield,4,1,29.83
WI,Brookfield,4,20,117.56
GA,Brookhaven,4,10,530.77
MS,Brookhaven,4,6,224.76
NY,Brookhaven,4,7,344.91
PA,Brookhaven,4,1,218.35
OR,Brookings,4,12,1155.64
SD,Brookings,4,1,28.62
AR,Brookland,4,14,84.01
GA,Brooklet,4,9,154.77
MA,Brookline,4,1,360.0
MO,Brookline,4,1,165.28
NH,Brookline,4,2,360.0
CT,Brooklyn,4,40,215.95
IA,Brooklyn,4,5,151.33
MD,Brooklyn,4,49,170.63
MI,Brooklyn,4,19,104.05
MS,Brooklyn,4,1,360.0
NY,Brooklyn,4,470,633.52
WI,Brooklyn,4,10,293.68
VA,Brookneal,4,8,327.01
OH,Brookpark,4,4,286.67
CA,Brooks,4,1,26.28
GA,Brooks,4,9,186.31
KY,Brooks,4,4,202.5
TX,Brookshire,4,45,134.89
IN,Brookston,4,12,270.59
FL,Brooksville,4,36,172.7
NY,Brooktondale,4,2,29.43
IN,Brookville,4,13,99.73
OH,Brookville,4,7,206.41
PA,Brookville,4,31,200.13
PA,Broomall,4,7,254.24
CO,Broomfield,4,66,156.11
OR,Brothers,4,5,160.31
LA,Broussard,4,2,910.68
MI,Brown City,4,5,125.08
MT,Browning,4,4,1491.84
NJ,Browns Mills,4,17,143.36
NC,Browns Summit,4,9,168.86
CA,Browns Valley,4,2,61.0
AL,Brownsboro,4,2,252.5
IN,Brownsburg,4,9,116.92
IL,Brownstown,4,1,360.0
IN,Brownstown,4,7,362.01
PA,Brownsville,4,10,99.87
TN,Brownsville,4,8,131.42
WI,Brownsville,4,3,360.0
MN,Brownton,4,5,57.06
WI,Browntown,4,2,360.0
TX,Brownwood,4,11,119.82
GA,Broxton,4,1,75.0
WI,Bruce,4,3,45.54
MI,Bruce Twp,4,6,83.45
TN,Bruceton,4,1,29.77
WV,Bruceton Mills,4,5,280.3
IN,Bruceville,4,2,360.0
NE,Brule,4,5,137.51
WI,Brule,4,1,79.03
AL,Brundidge,4,3,310.0
ID,Bruneau,4,3,99.98
GA,Brunswick,4,72,193.16
ME,Brunswick,4,2,224.58
OH,Brunswick,4,7,225.89
CO,Brush,4,18,172.82
WA,Brush Prairie,4,1,360.0
PA,Brush Valley,4,1,125.92
NY,Brushton,4,1,29.7
MI,Brutus,4,1,360.0
OH,Bryan,4,13,294.55
MD,Bryans Road,4,3,280.22
AR,Bryant,4,8,107.29
IA,Bryant,4,1,79.87
IN,Bryant,4,4,243.75
WI,Bryant,4,2,55.09
MD,Bryantown,4,3,134.9
FL,Bryceville,4,1,360.0
PA,Bryn Mawr,4,1,79.12
NC,Bryson City,4,11,396.73
GA,Buchanan,4,22,155.07
MI,Buchanan,4,13,222.59
VA,Buchanan,4,97,177.84
AZ,Buckeye,4,53,464.74
MD,Buckeystown,4,1,75.67
WV,Buckhannon,4,2,242.17
GA,Buckhead,4,15,241.86
IA,Buckingham,4,1,306.03
VA,Buckingham,4,10,107.41
IL,Buckley,4,1,28.73
WA,Buckley,4,17,136.9
KS,Bucklin,4,8,885.0
IL,Buckner,4,1,360.0
KY,Buckner,4,3,329.79
KS,Bucyrus,4,2,360.0
OH,Bucyrus,4,4,136.9
TX,Buda,4,8,195.68
NJ,Budd Lake,4,10,268.35
CA,Buellton,4,1,34.97
NJ,Buena,4,17,47.35
CA,Buena Park,4,22,667.83
CO,Buena Vista,4,22,106.63
GA,Buena Vista,4,1,75.0
TN,Buena Vista,4,1,103.28
VA,Buena Vista,4,32,142.9
KS,Buffalo,4,4,929.85
MN,Buffalo,4,2,29.63
MO,Buffalo,4,12,107.12
NY,Buffalo,4,179,1376.12
TX,Buffalo,4,1,298.75
WV,Buffalo,4,1,360.0
WY,Buffalo,4,6,172.67
IL,Buffalo Grove,4,20,148.08
VA,Buffalo Junction,4,11,157.25
TN,Buffalo Valley,4,3,254.62
GA,Buford,4,82,161.07
WY,Buford,4,2,782.51
AL,Buhl,4,3,152.98
ID,Buhl,4,2,360.0
PA,Bulger,4,3,189.37
AZ,Bullhead City,4,58,457.36
TN,Bulls Gap,4,13,188.31
VA,Bumpass,4,21,154.61
TX,Buna,4,2,29.3
MO,Bunceton,4,2,360.0
IL,Buncombe,4,6,303.54
IN,Bunker Hill,4,2,360.0
WV,Bunker Hill,4,6,442.94
LA,Bunkie,4,2,195.0
NC,Bunn,4,4,66.78
FL,Bunnell,4,11,211.67
NC,Bunnlevel,4,5,216.0
CA,Burbank,4,32,67658.66
IL,Burbank,4,5,313.12
OH,Burbank,4,4,302.56
SD,Burbank,4,1,360.0
NY,Burdett,4,4,360.0
NC,Burgaw,4,40,175.75
VA,Burgess,4,3,139.06
PA,Burgettstown,4,24,181.74
NY,Burke,4,4,194.26
VA,Burke,4,9,186.54
VA,Burkeville,4,26,144.81
TX,Burleson,4,15,115.68
ID,Burley,4,9,48.84
CA,Burlingame,4,4,78.32
CO,Burlington,4,19,136.32
CT,Burlington,4,19,210.66
IA,Burlington,4,2,54.6
IN,Burlington,4,1,360.0
MA,Burlington,4,2,156.09
NC,Burlington,4,49,10818.38
NJ,Burlington,4,49,234.39
WA,Burlington,4,29,197.5
WI,Burlington,4,15,281.47
WV,Burlington,4,2,344.1
MO,Burlington Junction,4,2,175.03
TN,Burlison,4,1,79.18
KY,Burna,4,2,285.0
TX,Burnet,4,4,360.0
WI,Burnett,4,1,360.0
CA,Burney,4,9,503.87
OR,Burns,4,26,234.6
TN,Burns,4,15,285.6
WY,Burns,4,12,783.31
MN,Burnsville,4,9,199.62
NC,Burnsville,4,9,175.56
WV,Burnsville,4,2,232.17
PA,Burnt Cabins,4,5,247.79
NY,Burnt Hills,4,1,29.7
MI,Burr Oak,4,3,360.0
MI,Burt,4,3,249.13
NY,Burt,4,2,221.88
MI,Burtchville,4,1,103.0
MI,Burton,4,13,205.22
OH,Burton,4,20,280.44
MD,Burtonsville,4,16,201.66
MT,Busby,4,2,448.0
FL,Bushnell,4,28,631.72
NE,Bushnell,4,6,422.41
NY,Buskirk,4,2,143.73
IA,Bussey,4,1,96.0
GA,Butler,4,12,117.0
IN,Butler,4,2,29.45
MO,Butler,4,2,502.3
NJ,Butler,4,6,231.02
PA,Butler,4,29,189.86
TN,Butler,4,2,141.0
IN,Butlerville,4,1,360.0
NC,Butner,4,9,255.0
MT,Butte,4,6,1076.95
CA,Butte City,4,1,451.0
MN,Butterfield,4,1,121.63
CA,Buttonwillow,4,6,374.9
OR,Buxton,4,18,143.04
MA,Buzzards Bay,4,4,194.55
CO,Byers,4,30,137.78
TX,Byers,4,1,29.93
MA,Byfield,4,1,360.0
MS,Byhalia,4,13,121.32
AZ,Bylas,4,4,477.4
MS,Byram,4,14,218.43
NJ,Byram Township,4,1,169.82
TN,Byrdstown,4,4,58.03
GA,Byromville,4,2,756.71
CA,Byron,4,20,195.64
GA,Byron,4,43,181.89
IL,Byron,4,2,27.88
MN,Byron,4,2,48.41
MI,Byron Center,4,6,169.87
NM,Caballo,4,1,360.0
WV,Cabin Creek,4,10,491.53
MD,Cabin John,4,6,167.67
MO,Cabool,4,4,188.79
AR,Cabot,4,26,88.28
PA,Cabot,4,1,214.05
OK,Caddo,4,3,249.81
AR,Caddo Gap,4,2,77.92
TX,Caddo Mills,4,1,34.97
MO,Cadet,4,4,75.03
MI,Cadillac,4,9,360.0
OH,Cadiz,4,12,374.92
WI,Cadott,4,2,360.0
NY,Cadyville,4,3,29.48
CO,Cahone,4,6,99.58
GA,Cairo,4,8,313.75
IL,Cairo,4,1,29.5
NY,Cairo,4,27,249.66
WV,Cairo,4,4,277.32
CA,Calabasas,4,17,212.5
NC,Calabash,4,4,214.75
IA,Calamus,4,1,78.05
NY,Calcium,4,2,228.12
ID,Caldwell,4,46,1418.26
NJ,Caldwell,4,1,29.77
OH,Caldwell,4,6,227.56
WV,Caldwell,4,3,316.04
IL,Caledonia,4,4,116.65
MI,Caledonia,4,12,104.11
MN,Caledonia,4,2,360.0
NY,Caledonia,4,5,266.0
OH,Caledonia,4,5,361.6
WI,Caledonia,4,9,328.81
AL,Calera,4,26,139.78
OK,Calera,4,1,360.0
CA,Calexico,4,2,360.0
CO,Calhan,4,33,113.41
GA,Calhoun,4,49,163.97
TN,Calhoun,4,9,254.01
SC,Calhoun Falls,4,3,203.47
AR,Calico Rock,4,5,114.73
CA,Caliente,4,10,299.14
MD,California,4,14,135.09
MO,California,4,4,152.52
CA,California Hot Springs,4,5,217.47
CA,Calistoga,4,28,253.59
FL,Callahan,4,5,159.13
MO,Callao,4,1,75.0
VA,Callao,4,23,126.09
MD,Callaway,4,5,233.74
VA,Callaway,4,12,173.57
NY,Callicoon,4,2,105.85
CA,Calpine,4,3,339.13
OK,Calumet,4,4,152.53
IL,Calumet City,4,12,253.55
IL,Calumet Park,4,1,29.22
KY,Calvert City,4,2,193.92
NY,Calverton,4,5,156.71
WA,Camano Island,4,5,467.58
CA,Camarillo,4,11,1293.1
WA,Camas,4,9,175.47
CA,Cambria,4,2,210.0
WI,Cambria,4,2,194.79
NY,Cambria Heights,4,10,127.72
IA,Cambridge,4,7,179.85
MA,Cambridge,4,4,277.38
MD,Cambridge,4,41,105.8
NY,Cambridge,4,7,41.65
OH,Cambridge,4,10,269.52
WI,Cambridge,4,12,203.34
IN,Cambridge City,4,11,257.24
PA,Cambridge Springs,4,4,245.42
IN,Camby,4,7,269.0
AL,Camden,4,3,182.08
AR,Camden,4,20,77.17
DE,Camden,4,2,360.0
NJ,Camden,4,42,165.98
NY,Camden,4,4,18288.46
OH,Camden,4,7,312.84
SC,Camden,4,24,140.87
TN,Camden,4,2,54.36
DE,Camden Wyoming,4,10,1415.04
DE,Camden-Wyoming,4,6,77.79
MO,Camdenton,4,5,113.96
AZ,Cameron,4,2,125.83
MO,Cameron,4,2,52.36
MT,Cameron,4,7,1338.98
NC,Cameron,4,18,165.56
WI,Cameron,4,5,185.77
WV,Cameron,4,1,360.0
GA,Camilla,4,8,41.42
NY,Camillus,4,12,233.03
WI,Camp Douglas,4,12,222.21
AL,Camp Hill,4,3,165.24
PA,Camp Hill,4,30,199.11
NC,Camp Lejeune,4,1,120.0
CA,Camp Pendleton,4,3,150.0
OR,Camp Sherman,4,9,525.0
AZ,Camp Verde,4,15,741.8
CA,Campbell,4,13,212.2
NY,Campbell,4,5,78.52
KY,Campbellsburg,4,2,256.28
KY,Campbellsville,4,1,405.0
FL,Campbellton,4,7,43.4
TX,Campbellton,4,11,247.29
CO,Campo,4,12,235.15
SC,Campobello,4,1,142.28
LA,Campti,4,2,29.3
KY,Campton,4,4,277.25
VA,Cana,4,16,120.17
CT,Canaan,4,9,116.94
IN,Canaan,4,1,360.0
NY,Canaan,4,8,149.49
PA,Canadensis,4,2,361.52
TX,Canadian,4,2,129.0
NY,Canajoharie,4,1,159.2
OH,Canal Fulton,4,2,172.72
OH,Canal Winchester,4,14,272.28
NY,Canaseraga,4,1,102.37
NY,Canastota,4,10,345.86
CA,Canby,4,4,73.29
OR,Canby,4,7,326.99
NH,Candia,4,3,553.24
NC,Candler,4,27,138.29
NC,Candor,4,7,229.8
NY,Candor,4,12,115.07
OH,Canfield,4,6,217.72
OR,Cannon Beach,4,2,175.3
MN,Cannon Falls,4,6,115.07
CA,Canoga Park,4,5,322.33
GA,Canon,4,1,360.0
CO,Canon City,4,58,141.05
PA,Canonsburg,4,47,165.45
CT,Canterbury,4,20,266.34
NH,Canterbury,4,8,102.85
CA,Cantil,4,2,741.5
CT,Canton,4,4,198.88
GA,Canton,4,89,193.87
IL,Canton,4,4,360.0
MA,Canton,4,5,183.17
MI,Canton,4,24,160.42
MS,Canton,4,23,131.62
NC,Canton,4,55,168.88
NY,Canton,4,8,218.56
OH,Canton,4,52,190.86
PA,Canton,4,10,192.93
TX,Canton,4,1,88.35
FL,Cantonment,4,12,157.23
IL,Cantrall,4,2,360.0
OK,Canute,4,1,360.0
TX,Canutillo,4,1,360.0
CA,Canyon Country,4,10,200.09
MT,Canyon Creek,4,2,1488.12
OR,Canyonville,4,2,105.0
MI,Capac,4,1,100.25
CA,Capay,4,2,360.0
FL,Cape Canaveral,4,3,29.21
VA,Cape Charles,4,37,137.3
FL,Cape Coral,4,5,192.07
MO,Cape Girardeau,4,11,165.95
NJ,Cape May,4,2,194.98
NJ,Cape May Court House,4,45,160.99
CA,Capistrano Beach,4,2,98.85
DC,Capitol Heights,4,4,92.42
MD,Capitol Heights,4,71,135.63
WV,Capon Bridge,4,1,66.98
VA,Capron,4,11,136.33
IN,Carbon,4,6,138.96
AL,Carbon Hill,4,3,344.87
WA,Carbonado,4,1,29.93
CO,Carbondale,4,11,130.63
IL,Carbondale,4,1,360.0
KS,Carbondale,4,1,29.55
PA,Carbondale,4,7,160.21
CA,Cardiff By the Sea,4,3,6925.7
MO,Cardwell,4,1,75.0
MT,Cardwell,4,5,1563.23
LA,Carencro,4,4,233.29
VA,Caret,4,3,165.16
ID,Carey,4,2,270.08
OH,Carey,4,2,360.0
NY,Carle Place,4,1,27.43
MI,Carleton,4,25,174.79
NV,Carlin,4,1,360.0
AR,Carlisle,4,11,119.13
IA,Carlisle,4,6,227.85
IN,Carlisle,4,1,248.35
MA,Carlisle,4,1,360.0
PA,Carlisle,4,124,168.55
SC,Carlisle,4,1,80.45
IL,Carlock,4,3,360.0
MN,Carlos,4,1,251.23
CA,Carlsbad,4,17,195.76
NM,Carlsbad,4,6,371.25
NJ,Carlstadt,4,5,213.2
OR,Carlton,4,10,110.15
PA,Carlton,4,1,254.85
CA,Carmel,4,3,360.0
IN,Carmel,4,5,360.0
NY,Carmel,4,17,140.61
CA,Carmel-by-the-Sea,4,1,284.0
CA,Carmichael,4,12,202.78
PA,Carmichaels,4,9,136.57
WA,Carnation,4,17,156.81
PA,Carnegie,4,20,335.71
CA,Carnelian Bay,4,1,360.0
GA,Carnesville,4,20,194.19
MI,Carney,4,1,29.15
MI,Caro,4,1,143.95
IL,Carol Stream,4,9,36.24
NC,Carolina Beach,4,1,29.53
MI,Carp Lake,4,4,66.72
IL,Carpentersville,4,2,360.0
CA,Carpinteria,4,13,330.62
CO,Carr,4,23,130.15
NC,Carrboro,4,2,360.0
IL,Carrier Mills,4,1,360.0
MS,Carriere,4,1,360.0
NM,Carrizozo,4,3,360.0
IA,Carroll,4,6,93.18
OH,Carroll,4,3,139.64
GA,Carrollton,4,38,269.7
IL,Carrollton,4,2,1363.43
KY,Carrollton,4,9,327.6
MO,Carrollton,4,1,360.0
OH,Carrollton,4,16,234.19
TX,Carrollton,4,66,159.62
VA,Carrollton,4,36,166.12
PA,Carrolltown,4,3,127.13
VA,Carrsville,4,14,118.29
CA,Carson,4,21,199.48
VA,Carson,4,25,133.81
NV,Carson City,4,26,322.28
NJ,Carteret,4,12,108.98
GA,Cartersville,4,81,214.88
VA,Cartersville,4,8,144.56
AR,Carthage,4,3,132.43
IL,Carthage,4,1,360.0
MO,Carthage,4,1,360.0
MS,Carthage,4,8,155.54
NC,Carthage,4,14,238.87
NY,Carthage,4,14,192.05
CA,Caruthers,4,1,174.02
MO,Caruthersville,4,4,156.26
MS,Cary,4,2,78.2
NC,Cary,4,42,171.6
FL,Caryville,4,4,115.2
TN,Caryville,4,19,259.26
NM,Casa Blanca,4,19,208.92
AZ,Casa Grande,4,38,485.9
NC,Casar,4,4,74.73
CO,Cascade,4,13,98.26
IA,Cascade,4,2,29.25
ID,Cascade,4,5,197.69
MT,Cascade,4,1,1488.55
VA,Cascade,4,4,144.1
OR,Cascade Locks,4,40,704.68
ME,Casco,4,5,347.91
MI,Casco,4,5,190.09
IA,Casey,4,6,108.99
IL,Casey,4,1,360.0
IL,Caseyville,4,3,300.63
NC,Cashiers,4,7,227.14
WI,Cashton,4,4,360.0
CA,Casmalia,4,2,804.07
MI,Casnovia,4,4,360.0
CA,Caspar,4,4,85.5
WY,Casper,4,19,384.3
NY,Cassadaga,4,2,210.0
SC,Cassatt,4,3,154.47
CA,Cassel,4,1,29.87
FL,Casselberry,4,10,87.83
MI,Cassopolis,4,7,185.22
NY,Cassville,4,2,95.85
CA,Castaic,4,31,884.65
NC,Castalia,4,5,290.8
OH,Castalia,4,8,148.16
TN,Castalian Springs,4,7,46.55
CA,Castella,4,4,167.25
NY,Castle Creek,4,3,170.0
NC,Castle Hayne,4,22,160.03
CO,Castle Rock,4,71,1409.64
WA,Castle Rock,4,8,192.35
AL,Castleberry,4,1,116.22
NY,Castleton On Hudson,4,12,194.16
NY,Castleton on Hudson,4,4,226.08
VA,Castlewood,4,11,182.18
CA,Castro Valley,4,22,150.99
CA,Castroville,4,2,29.31
TX,Castroville,4,3,312.0
ID,Cataldo,4,4,277.14
TX,Catarina,4,1,446.0
PA,Catasauqua,4,6,347.92
GA,Cataula,4,3,29.26
NC,Catawba,4,20,172.42
PA,Catawissa,4,13,287.58
VA,Catharpin,4,11,292.06
AL,Catherine,4,2,285.0
CA,Catheys Valley,4,2,360.0
WA,Cathlamet,4,2,29.64
VA,Catlett,4,88,115.99
NY,Cato,4,19,137.17
VA,Catoctin,4,1,29.88
MD,Catonsville,4,68,19148.25
OK,Catoosa,4,3,360.0
NY,Catskill,4,30,237.16
AR,Cave City,4,1,75.73
KY,Cave City,4,2,360.0
AZ,Cave Creek,4,3,29.21
OR,Cave Junction,4,21,9431.83
GA,Cave Spring,4,8,254.7
IL,Cave-in-Rock,4,2,1500.0
SC,Cayce,4,3,161.59
NY,Cayuga,4,6,63.34
NY,Cayuta,4,2,136.75
CA,Cazadero,4,3,183.77
AL,Cecil,4,1,105.0
OH,Cecil,4,8,280.76
WI,Cecil,4,1,360.0
MD,Cecilton,4,6,265.87
AL,Cedar Bluff,4,4,200.43
VA,Cedar Bluff,4,4,125.0
UT,Cedar City,4,11,241.08
TX,Cedar Creek,4,10,257.18
IA,Cedar Falls,4,5,229.43
NC,Cedar Grove,4,3,360.0
NJ,Cedar Grove,4,1,279.9
TN,Cedar Grove,4,2,360.0
WV,Cedar Grove,4,4,183.65
MO,Cedar Hill,4,3,183.36
TN,Cedar Hill,4,15,183.82
TX,Cedar Hill,4,3,185.87
FL,Cedar Key,4,1,175.18
NJ,Cedar Knolls,4,2,179.29
IN,Cedar Lake,4,7,265.29
TX,Cedar Park,4,2,235.92
IA,Cedar Rapids,4,68,2219.43
MI,Cedar Springs,4,5,192.48
WI,Cedarburg,4,5,248.18
CA,Cedarpines Park,4,1,117.02
GA,Cedartown,4,47,116.81
OH,Cedarville,4,20,228.68
OH,Celina,4,5,246.04
TN,Celina,4,3,180.82
MI,Cement City,4,19,160.82
CO,Centennial,4,1,360.0
CO,Center,4,4,95.75
MO,Center,4,4,163.77
MN,Center City,4,2,250.24
VA,Center Cross,4,8,136.75
MI,Center Line,4,3,84.09
NY,Center Moriches,4,2,360.0
IA,Center Point,4,2,217.51
AR,Center Ridge,4,4,53.14
PA,Center Valley,4,18,220.22
OH,Centerburg,4,4,360.0
NY,Centereach,4,3,28.02
AR,Centerton,4,1,79.17
GA,Centerville,4,6,154.8
IA,Centerville,4,9,172.15
IN,Centerville,4,11,239.59
PA,Centerville,4,7,193.86
TN,Centerville,4,7,276.73
UT,Centerville,4,10,81.51
SC,Central,4,1,185.63
CO,Central City,4,2,360.0
KY,Central City,4,1,300.0
PA,Central City,4,5,257.59
CA,Central Contra Costa,4,1,360.0
NY,Central Islip,4,4,176.68
OR,Central Point,4,15,135.45
NY,Central Square,4,15,195.42
NY,Central Valley,4,3,179.48
FL,Central Volusia,4,2,108.53
IL,Centralia,4,6,304.93
WA,Centralia,4,16,251.13
AL,Centre,4,2,165.0
PA,Centre Hall,4,38,222.86
AL,Centreville,4,1,105.0
MD,Centreville,4,39,163.33
MI,Centreville,4,12,202.95
VA,Centreville,4,68,153.71
WI,Centuria,4,2,195.0
FL,Century,4,1,195.75
CA,Ceres,4,5,122.28
VA,Ceres,4,1,78.02
MI,Ceresco,4,1,138.62
NM,Cerrillos,4,1,160.53
CA,Cerritos,4,67,220.06
NC,Chadbourn,4,13,207.62
PA,Chadds Ford,4,19,140.95
NY,Chaffee,4,13,236.52
OH,Chagrin Falls,4,10,180.99
PA,Chalfont,4,11,275.36
CA,Challenge,4,1,163.93
ID,Challis,4,1,360.0
IN,Chalmers,4,7,227.44
LA,Chalmette,4,1,360.0
AZ,Chambers,4,25,628.35
PA,Chambersburg,4,110,237.68
IL,Champaign,4,7,312.76
MI,Champion,4,4,193.85
NY,Champlain,4,10,275.64
VA,Champlain,4,9,178.39
MN,Champlin,4,1,82.43
AZ,Chandler,4,149,345.87
IN,Chandler,4,2,360.0
OK,Chandler,4,3,312.51
MN,Chanhassen,4,2,145.75
IL,Channahon,4,32,127.68
TX,Channelview,4,28,171.08
TX,Channing,4,4,277.0
VA,Chantilly,4,70,128.51
KS,Chanute,4,1,360.0
NC,Chapel Hill,4,60,231.09
SC,Chapin,4,43,116.81
CT,Chaplin,4,8,259.2
WV,Chapmanville,4,8,375.78
NY,Chappaqua,4,5,284.35
NE,Chappell,4,1,20.5
TX,Chappell Hill,4,1,2207.22
MD,Chaptico,4,1,123.63
OH,Chardon,4,6,194.78
IA,Chariton,4,4,71.81
PA,Charleroi,4,38,172.68
IA,Charles City,4,2,109.01
VA,Charles City,4,78,150.18
WV,Charles Town,4,2,360.0
AR,Charleston,4,3,29.65
ME,Charleston,4,1,496.13
MO,Charleston,4,2,360.0
SC,Charleston,4,88,162.3
TN,Charleston,4,3,130.22
WV,Charleston,4,77,324.96
IN,Charlestown,4,6,138.58
MA,Charlestown,4,1,29.53
MI,Charlevoix,4,7,158.07
IA,Charlotte,4,3,288.58
MI,Charlotte,4,100,190.39
NC,Charlotte,4,572,256.05
TN,Charlotte,4,5,334.26
VT,Charlotte,4,2,360.0
VA,Charlotte Court House,4,15,197.32
MD,Charlotte Hall,4,15,265.6
IN,Charlottesville,4,1,118.35
VA,Charlottesville,4,371,149.28
MA,Charlton,4,2,194.69
MI,Chase,4,1,360.0
VA,Chase City,4,44,171.73
MN,Chaska,4,6,15076.96
NY,Chateaugay,4,5,141.14
MN,Chatfield,4,2,67.5
NH,Chatham,4,2,454.82
NJ,Chatham,4,4,125.48
NY,Chatham,4,8,87.68
VA,Chatham,4,34,213.23
CA,Chatsworth,4,13,109.46
GA,Chatsworth,4,8,277.18
NJ,Chatsworth,4,1,28.42
FL,Chattahoochee,4,12,216.74
TN,Chattanooga,4,152,956.7
WA,Chattaroy,4,2,360.0
NY,Chaumont,4,2,181.67
GA,Chauncey,4,1,29.88
LA,Chauvin,4,2,1558.43
NY,Chazy,4,2,554.32
IL,Chebanse,4,1,119.47
MI,Cheboygan,4,3,73.18
WA,Chehalis,4,22,264.38
MA,Chelmsford,4,10,210.58
AL,Chelsea,4,3,190.0
MA,Chelsea,4,1,29.82
MI,Chelsea,4,20,191.33
MD,Cheltenham,4,2,360.0
OR,Chemult,4,16,2649.17
NY,Chemung,4,1,212.83
NY,Chenango Forks,4,1,109.15
WA,Cheney,4,7,475.65
LA,Cheneyville,4,3,360.0
IL,Chenoa,4,1,360.0
RI,Chepachet,4,1,19.1
SC,Cheraw,4,4,202.18
IA,Cherokee,4,18,225.34
NC,Cherokee,4,8,236.88
SD,Cherry Creek,4,1,75.0
NJ,Cherry Hill,4,54,190.57
GA,Cherry Log,4,4,206.25
PA,Cherry Tree,4,4,157.16
IL,Cherry Valley,4,2,738.57
KS,Cherryvale,4,1,360.0
NC,Cherryville,4,6,253.94
PA,Cherryville,4,4,29.1
MI,Chesaning,4,6,139.85
OH,Chesapeake,4,4,51.68
VA,Chesapeake,4,272,164.92
MD,Chesapeake Beach,4,3,78.46
MD,Chesapeake City,4,12,126.86
CT,Cheshire,4,18,286.56
OH,Cheshire,4,3,360.0
SC,Chesnee,4,6,195.3
AR,Chester,4,5,83.72
CA,Chester,4,1,1483.0
CT,Chester,4,9,252.46
GA,Chester,4,1,443.0
IA,Chester,4,3,360.0
IL,Chester,4,1,230.0
MD,Chester,4,19,149.97
NJ,Chester,4,7,85.39
NY,Chester,4,14,250.14
PA,Chester,4,54,143.36
SC,Chester,4,4,68.72
VA,Chester,4,66,136.76
VT,Chester,4,6,262.68
PA,Chester Springs,4,2,216.34
MI,Chesterfield,4,3,360.0
MO,Chesterfield,4,28,191.86
VA,Chesterfield,4,50,178.81
OH,Chesterland,4,1,360.0
IN,Chesterton,4,62,211.29
MD,Chestertown,4,40,180.24
NY,Chestertown,4,7,108.81
TN,Chestnut Mound,4,1,160.0
PA,Cheswick,4,6,300.72
WI,Chetek,4,2,29.31
MD,Cheverly,4,3,29.49
MD,Chevy Chase,4,59,248.72
WA,Chewelah,4,1,29.88
WY,Cheyenne,4,62,333.68
CO,Cheyenne Wells,4,6,137.79
IL,Chicago,4,995,631.86
IL,Chicago Heights,4,20,227.2
IL,Chicago Ridge,4,3,139.53
NH,Chichester,4,2,360.0
GA,Chickamauga,4,1,360.0
AL,Chickasaw,4,1,119.6
OK,Chickasha,4,2,360.0
CA,Chico,4,12,218.14
MA,Chicopee,4,1,244.32
PA,Chicora,4,3,358.64
AR,Chidester,4,21,80.79
AL,Childersburg,4,1,293.92
NY,Childwold,4,4,205.46
VA,Chilhowie,4,12,158.43
WI,Chili,4,4,29.46
OH,Chillicothe,4,38,303.93
OR,Chiloquin,4,16,670.52
TX,Chilton,4,3,312.0
WI,Chilton,4,2,119.37
WA,Chimacum,4,1,27.73
NM,Chimayo,4,1,204.0
NC,China Grove,4,40,204.46
VA,Chincoteague,4,2,86.37
AZ,Chinle,4,17,986.31
CA,Chino,4,29,224.16
CA,Chino Hills,4,12,254.6
AZ,Chino Valley,4,28,393.88
MT,Chinook,4,1,1488.07
